OrderQuantity,Sales,Discount,Profit,UnitPrice,ShippingCost,Region,ProductCategory,ProductSub-Category,ProductBaseMargin
50,804.14,0.1,-25.27,17.67,8.99,South,Furniture,Office Furnishings,0.47
8,567.51,0.01,-255.55,64.65,35,South,Office Supplies,Storage & Organization,0.8
49,1534.7,0.07,258.25,31.11,3.6,Central,Technology,Computer Peripherals,0.64
47,8216.593,0.01,2463.46,195.99,8.99,East,Technology,Telephones and Communication,0.6
10,130.36,0.06,2.43,12.95,4.98,East,Office Supplies,Binders and Binder Accessories,0.4
1,200.57,0,-83.63,122.99,70.2,East,Furniture,Chairs & Chairmats,0.74
4,284,0.01,208.31,62.18,10.84,West,Furniture,Office Furnishings,0.63
28,110.2,0.07,42.84,4.13,0.5,South,Office Supplies,Labels,0.39
12,54.86,0.09,-50.6,4.28,6.72,South,Office Supplies,Paper,0.4
8,825.96,0.01,-276.95,95.98,58.2,Central,Furniture,Chairs & Chairmats,0.58
3,21.46,0.05,-14.22,5.28,6.26,Central,Office Supplies,Paper,0.4
24,1388.628,0.03,261.52,65.99,5.26,Central,Technology,Telephones and Communication,0.56
39,930.84,0.05,-122.12,22.84,16.92,West,Office Supplies,Paper,0.39
27,636.7,0.1,-29.91,24.92,12.98,South,Office Supplies,Binders and Binder Accessories,0.39
8,57.22,0.07,-27.72,6.48,6.6,West,Office Supplies,Paper,0.37
33,162,0.01,45.84,4.84,0.71,West,Office Supplies,Pens & Art Supplies,0.52
48,3410.1575,0.1,1137.91,85.99,0.99,West,Technology,Telephones and Communication,0.55
47,1676.25,0.04,-458.33,36.65,22.6,West,Furniture,Office Furnishings,0.58
17,142.94,0.03,-129.56,7.38,11.51,South,Office Supplies,Binders and Binder Accessories,0.36
35,240.61,0.05,-133.12,6.48,7.91,South,Office Supplies,Paper,0.37
17,1912.76,0.03,71.56,111.03,8.64,South,Office Supplies,Storage & Organization,0.78
13,80,0.03,10.96,5.84,1.2,East,Office Supplies,Pens & Art Supplies,0.55
8,137.42,0.04,-24.86,16.91,6.25,East,Office Supplies,Storage & Organization,0.58
46,325.97,0.02,-255.22,6.84,8.37,Central,Office Supplies,"Scissors, Rulers and Trimmers",0.58
10,49.65,0.02,8.27,4.55,1.49,Central,Office Supplies,Binders and Binder Accessories,0.35
3,33.64,0.01,-22.45,7.28,11.15,Central,Office Supplies,Paper,0.37
28,174.1,0.1,-162.75,6.48,9.17,East,Office Supplies,Paper,0.37
32,693.17,0.07,-59.83,22.99,8.99,East,Office Supplies,Pens & Art Supplies,0.57
39,3842.99,0.04,-67.68,95.43,19.99,East,Office Supplies,Storage & Organization,0.79
23,188.54,0.09,9.82,8.33,1.99,Central,Technology,Computer Peripherals,0.52
46,1591.89,0.02,-117.31,34.98,7.53,South,Technology,Computer Peripherals,0.76
44,220.07,0.01,-158.42,4.89,4.93,South,Technology,Computer Peripherals,0.66
22,5648.69,0.03,1489.8,256.99,11.25,Central,Technology,Computer Peripherals,0.51
32,53.34,0.04,-4.68,1.68,0.7,Central,Furniture,Office Furnishings,0.68
1,29.99,0.07,-8.88,21.98,8.32,West,Office Supplies,Paper,0.39
31,176.28,0.07,-80.3,5.18,5.74,South,Office Supplies,Binders and Binder Accessories,0.36
18,130.11,0.1,40.3,7.64,1.39,South,Office Supplies,Envelopes,0.36
3,337.3395,0,-509.94,125.99,2.5,South,Technology,Telephones and Communication,0.59
25,280.43,0.1,39.52,11.55,2.36,Central,Office Supplies,Pens & Art Supplies,0.55
27,632.55,0.05,165.35,22.72,8.99,Central,Furniture,Office Furnishings,0.44
48,90.96,0.02,-30.11,1.81,1.56,Central,Office Supplies,Rubber Bands,0.49
32,1997.13,0.05,720.45,63.94,14.48,Central,Furniture,Office Furnishings,0.46
5,294,0,181.53,54.74,14.83,Central,Furniture,Office Furnishings,0.54
40,115.51,0,5.54,2.78,0.97,East,Office Supplies,Pens & Art Supplies,0.59
40,103.79,0.03,37.85,2.61,0.5,South,Office Supplies,Labels,0.39
40,2108.21,0.03,273.61,51.75,19.99,South,Furniture,Office Furnishings,0.55
31,4483.92,0.07,174.61,152.48,6.5,Central,Technology,Computer Peripherals,0.74
10,64.13,0.1,-28.97,6.54,5.27,Central,Office Supplies,Binders and Binder Accessories,0.36
37,319.39,0.03,-39.33,8.46,3.62,South,Technology,Computer Peripherals,0.61
26,2379.3285,0.09,284.59,115.99,5.92,South,Technology,Telephones and Communication,0.58
10,50.42,0.06,7.25,4.82,1.49,Central,Office Supplies,Binders and Binder Accessories,0.36
19,2980.372,0.02,494.63,175.99,8.99,Central,Technology,Telephones and Communication,0.57
30,8718.46,0.09,1554.85,306.14,26.53,South,Technology,Office Machines,0.56
26,135.88,0.05,-66.02,4.98,5.49,South,Office Supplies,Paper,0.38
34,216.3,0.01,103.16,6.3,0.5,Central,Office Supplies,Labels,0.39
46,1398.87,0.07,601.96,30.56,2.99,South,Office Supplies,Binders and Binder Accessories,0.35
32,1587.16,0.09,-22.33,49.99,19.99,East,Technology,Computer Peripherals,0.45
11,1479.14,0.06,-236.63,130.98,30,South,Furniture,Chairs & Chairmats,0.78
33,373.13,0.05,-35.26,11.29,5.03,West,Office Supplies,Storage & Organization,0.59
35,584.42,0.08,-97.21,16.99,8.99,East,Office Supplies,Pens & Art Supplies,0.56
33,803.11,0.08,-237.13,25.98,14.36,South,Furniture,Chairs & Chairmats,0.6
19,5441.06,0.06,-557.2,286.85,61.76,South,Furniture,Tables,0.78
38,487.98,0.01,8.1,12.53,7.17,South,Office Supplies,Binders and Binder Accessories,0.38
35,154,0.08,-7.08,4.63,1.93,Central,Office Supplies,Pens & Art Supplies,0.52
45,1375.3765,0.03,592.22,35.99,3.3,Central,Technology,Telephones and Communication,0.39
42,4346.98,0.05,10.22,100.98,35.84,South,Furniture,Bookcases,0.62
18,84.74,0.06,34.1,4.91,0.5,South,Office Supplies,Labels,0.36
43,279.83,0.01,77.04,6.04,2.14,South,Office Supplies,Paper,0.38
20,98.57,0.07,-49.64,4.98,5.02,South,Office Supplies,Paper,0.38
34,1069.85,0.07,-1179.39,31.76,45.51,South,Furniture,Tables,0.65
37,2192.63,0.05,660.06,59.98,3.99,East,Office Supplies,Appliances,0.57
40,6618.457,0.1,1489.96,205.99,5.99,East,Technology,Telephones and Communication,0.59
19,359.68,0.07,187.15,18.65,3.77,Central,Furniture,Office Furnishings,0.39
7,131.55,0.06,-43.74,17.98,8.51,Central,Technology,Office Machines,0.4
26,258.11,0.1,9.95,9.99,4.78,Central,Office Supplies,Paper,0.4
9,1288.515,0.08,-382.57,175.99,8.99,Central,Technology,Telephones and Communication,0.57
47,6131.54,0.06,1844.96,128.24,12.65,East,Furniture,Chairs & Chairmats,
18,89.99,0,18.96,4.82,1.49,East,Office Supplies,Binders and Binder Accessories,0.36
1,107.95,0.04,-506.31,125.99,8.99,East,Technology,Telephones and Communication,0.59
24,2920.83,0.02,1068.16,119.99,14,Central,Technology,Office Machines,0.36
42,262.3,0.09,-255.2,6.48,9.68,Central,Office Supplies,Paper,0.36
15,803.267,0.06,-19.97,65.99,5.26,East,Technology,Telephones and Communication,0.56
21,147.16,0.01,-92.55,6.48,8.4,Central,Office Supplies,Paper,0.37
19,50.07,0.03,-0.53,2.67,0.86,Central,Office Supplies,Pens & Art Supplies,0.57
32,6982.87,0.05,875.55,217.85,29.1,Central,Furniture,Tables,0.68
41,277.0745,0.03,-128.44,7.99,5.03,South,Technology,Telephones and Communication,0.6
42,642.1,0,41.56,13.99,7.51,Central,Technology,Office Machines,0.39
40,70.45,0.1,-2.31,1.82,1,South,Office Supplies,Pens & Art Supplies,0.4
18,99.55,0.03,-60.9,4.98,4.62,West,Technology,Computer Peripherals,0.64
8,129.18,0.04,-30.02,15.98,4,South,Technology,Computer Peripherals,0.37
44,1016.26,0.06,337.97,22.84,5.47,South,Office Supplies,Paper,0.39
15,437.87,0.09,-111.94,30.98,6.5,West,Technology,Computer Peripherals,0.64
39,546.4,0.1,-138.82,15.14,4.53,South,Office Supplies,Storage & Organization,0.81
1,70.91,0.03,-45.43,70.97,3.5,East,Office Supplies,Appliances,0.59
31,187.13,0.02,-60.83,5.98,5.46,East,Office Supplies,Paper,0.36
24,492.71,0.02,67.01,19.98,8.68,Central,Office Supplies,Paper,0.37
14,1042.06,0.04,-931.25,70.89,89.3,Central,Furniture,Tables,0.69
40,382.65,0.03,47.61,9.27,4.39,South,Office Supplies,Paper,0.38
9,61,0.08,-34.25,6.48,6.81,South,Office Supplies,Paper,0.36
19,3559.613,0,747.74,205.99,3,South,Technology,Telephones and Communication,0.58
44,221.42,0.03,-142.02,4.98,4.62,South,Technology,Computer Peripherals,0.64
6,460.71,0.02,-231.95,70.98,35,Central,Office Supplies,Storage & Organization,0.8
47,1413.82,0.1,226.53,30.98,11.63,East,Office Supplies,Binders and Binder Accessories,0.37
7,56.9,0.03,12.64,7.64,1.39,East,Office Supplies,Envelopes,0.36
45,308.92,0.04,-143.58,6.48,7.37,East,Office Supplies,Paper,0.37
2,26.64,0.09,-13.88,11.55,2.36,West,Office Supplies,Pens & Art Supplies,0.55
16,88.19,0.03,-25.97,4.98,4.72,West,Office Supplies,Paper,0.36
16,760.2485,0.04,29.8,55.99,3.3,Central,Technology,Telephones and Communication,0.59
25,2200.64,0.05,-514.18,89.99,42,West,Furniture,Chairs & Chairmats,0.66
7,27.99,0.06,-0.17,3.8,1.49,Central,Office Supplies,Binders and Binder Accessories,0.38
6,21.07,0.08,2.28,3.69,0.5,Central,Office Supplies,Labels,0.38
6,1307.184,0.03,-184.06,262.11,62.74,South,Furniture,Tables,0.75
26,145.76,0,5.67,5.28,2.99,South,Office Supplies,Binders and Binder Accessories,0.37
43,277.08,0.08,-179.11,6.48,7.91,West,Office Supplies,Paper,0.37
50,8230.77,0.05,1577.02,161.55,19.99,West,Office Supplies,Storage & Organization,0.66
10,197.21,0.06,56.88,20.98,1.49,East,Office Supplies,Binders and Binder Accessories,0.35
12,31.6,0.1,-3.64,2.84,0.93,Central,Office Supplies,Pens & Art Supplies,0.54
39,318.28,0.08,114.95,8.17,1.69,West,Office Supplies,Paper,0.38
34,289.53,0.08,46.97,8.69,2.99,West,Office Supplies,Binders and Binder Accessories,0.39
45,322.8,0.06,53.15,7.08,2.35,West,Office Supplies,Pens & Art Supplies,0.47
43,154.18,0.08,-166.92,3.58,5.47,Central,Office Supplies,Binders and Binder Accessories,0.37
18,110.31,0.05,-1.22,5.85,2.27,Central,Office Supplies,Pens & Art Supplies,0.56
41,137.51,0.02,21.62,3.29,1.35,Central,Office Supplies,Rubber Bands,0.4
22,649.71,0.07,-157.51,30.42,8.65,East,Technology,Computer Peripherals,0.74
36,9757.48,0.07,-96.05,270.98,50,South,Furniture,Chairs & Chairmats,0.77
42,1967.83,0.04,659.6,45.19,1.99,South,Technology,Computer Peripherals,0.55
9,52.59,0.03,-28.14,4.98,6.07,South,Office Supplies,Paper,0.36
36,277.88,0.09,-64.41,7.68,6.16,Central,Office Supplies,Binders and Binder Accessories,0.35
13,3939.89,0.05,598.24,291.73,48.8,Central,Furniture,Chairs & Chairmats,0.56
47,925.3,0.04,257.31,19.98,5.77,Central,Office Supplies,Paper,0.38
5,80.56,0.03,12.5,15.67,1.39,West,Office Supplies,Envelopes,0.38
40,245.82,0.08,86.44,6.45,1.34,South,Office Supplies,Paper,0.36
8,269.14,0.1,-160.72,35.77,9.02,West,Technology,Computer Peripherals,0.75
40,649.46,0.01,189.04,15.98,4,West,Technology,Computer Peripherals,0.37
48,12072.9,0.04,3064.51,243.98,43.32,Central,Furniture,Chairs & Chairmats,0.55
49,20701.928,0.08,3918.54,550.98,45.7,West,Furniture,Tables,0.71
9,436.3,0.08,-50.31,50.98,14.19,South,Furniture,Chairs & Chairmats,0.56
47,364.23,0.01,41.58,7.59,4,South,Furniture,Office Furnishings,0.42
29,475.58,0.04,108.21,15.98,4,East,Technology,Computer Peripherals,0.37
4,20.19,0.03,1.3,4.91,0.5,West,Office Supplies,Labels,0.36
43,74.99,0.08,-8.95,1.82,0.83,West,Office Supplies,Pens & Art Supplies,0.57
27,279.4,0.1,-92.25,10.48,6.91,West,Office Supplies,Storage & Organization,0.58
17,5001.29,0.09,1680.92,304.99,19.99,East,Office Supplies,Binders and Binder Accessories,0.4
27,302.2,0.04,20.27,10.98,3.37,Central,Office Supplies,"Scissors, Rulers and Trimmers",0.57
16,230.74,0.08,27.23,14.2,5.3,East,Furniture,Office Furnishings,0.46
41,8188.19,0.05,3702,204.1,13.99,South,Technology,Office Machines,0.37
38,3191.24,0,1620.23,83.98,5.01,East,Office Supplies,Envelopes,0.38
38,81.97,0.05,-148.8,1.98,4.77,West,Office Supplies,Binders and Binder Accessories,0.4
48,179.65,0.1,3.32,4.13,1.23,East,Office Supplies,Pens & Art Supplies,0.55
50,274.04,0.1,-243.87,5.38,7.57,East,Office Supplies,Binders and Binder Accessories,0.36
34,3419.1505,0,858.58,115.99,5.92,Central,Technology,Telephones and Communication,0.58
30,176.15,0.01,-125.36,5.53,6.98,Central,Office Supplies,Binders and Binder Accessories,0.39
29,2946.05,0.06,-690.21,105.49,41.64,Central,Furniture,Tables,0.75
35,173.22,0.04,84.03,4.91,0.5,South,Office Supplies,Labels,0.36
40,102.15,0.03,-138.51,2.08,5.33,South,Furniture,Office Furnishings,0.43
46,399.58,0.04,-188.53,8.45,7.77,Central,Office Supplies,"Scissors, Rulers and Trimmers",0.55
37,102.46,0.08,36.64,2.88,0.5,Central,Office Supplies,Labels,0.39
43,1097.6,0.05,216.12,25.38,8.99,Central,Furniture,Office Furnishings,0.5
1,195.04,0.08,-149.41,167.27,35,Central,Office Supplies,Storage & Organization,0.85
13,87.91,0.05,-27.91,6.68,5.41,South,Office Supplies,Paper,0.37
12,174.11,0.06,-24.52,13.73,6.85,West,Furniture,Office Furnishings,0.54
3,19.57,0.02,-5.35,5.84,1.2,South,Office Supplies,Pens & Art Supplies,0.55
50,343,0,-76.94,6.68,5.66,East,Office Supplies,Paper,0.37
45,580.96,0.08,-33.47,13.73,6.85,South,Furniture,Office Furnishings,0.54
50,230.23,0.06,-150.93,4.28,5.74,East,Office Supplies,Paper,0.4
41,5824.01,0.1,-288.68,150.98,30,South,Furniture,Chairs & Chairmats,0.74
5,66.43,0.01,-9.45,10.68,13.04,Central,Furniture,Office Furnishings,0.6
25,2674.18,0.06,631.99,110.98,13.99,Central,Furniture,Office Furnishings,0.69
50,5513.82,0.03,1581.93,105.98,13.99,Central,Furniture,Office Furnishings,0.65
37,241.14,0.08,-120.08,6.68,6.93,Central,Office Supplies,Paper,0.37
38,1756.27,0.09,649.05,46.89,5.1,West,Office Supplies,Appliances,0.46
50,345.58,0.05,-38.04,6.64,4.95,West,Furniture,Office Furnishings,0.37
8,52.39,0.08,-17.38,5.89,5.57,Central,Furniture,Office Furnishings,0.41
8,365.22,0.04,58.08,46.89,5.1,Central,Office Supplies,Appliances,0.46
16,273.36,0.04,32.25,17.24,3.26,West,Office Supplies,"Scissors, Rulers and Trimmers",0.56
19,3240.728,0.07,-691.31,218.75,69.64,West,Furniture,Tables,0.77
49,8058.96,0.08,-1621.38,209.37,69,West,Furniture,Tables,0.79
19,172.54,0.08,44.23,9.11,2.15,West,Office Supplies,Paper,0.4
38,185.19,0.07,-175.62,4.98,7.44,South,Office Supplies,Paper,0.36
22,220.26,0.07,-35.95,10.23,4.68,South,Office Supplies,"Scissors, Rulers and Trimmers",0.59
48,843.03,0.08,419.9,20.99,0.99,South,Technology,Telephones and Communication,0.37
30,5290.57,0.08,1389.18,178.47,19.99,West,Office Supplies,Storage & Organization,0.55
17,283.6535,0.09,-113.05,20.99,2.5,South,Technology,Telephones and Communication,0.81
15,1187.1525,0.03,33.19,95.99,4.9,South,Technology,Telephones and Communication,0.56
30,17034.92,0.09,5916.34,599.99,24.49,South,Technology,Copiers and Fax,0.37
3,22.6,0.04,-4.63,5.88,3.04,South,Office Supplies,Paper,0.36
9,918.7395,0.06,-303.56,125.99,7.69,South,Technology,Telephones and Communication,0.58
12,61.09,0.04,24.06,4.91,0.5,Central,Office Supplies,Labels,0.36
48,777.76,0.02,63.46,15.94,5.45,Central,Office Supplies,Pens & Art Supplies,0.55
24,113.43,0.09,-53.06,4.95,5.32,East,Furniture,Office Furnishings,0.41
46,7685.62,0.02,1952.15,165.2,19.99,West,Office Supplies,Storage & Organization,0.59
6,18.02,0.01,-3.09,2.78,1.34,West,Office Supplies,Pens & Art Supplies,0.45
12,214.94,0.06,26.75,17.48,1.99,West,Technology,Computer Peripherals,0.45
30,183.33,0.05,-106.54,5.98,4.38,Central,Technology,Computer Peripherals,0.75
12,88.06,0.04,-69.05,6.48,9.68,Central,Furniture,Office Furnishings,0.44
42,309.17,0.09,-283.31,7.77,9.23,South,Office Supplies,Appliances,0.58
29,412.86,0.07,-104.43,15.14,4.53,South,Office Supplies,Storage & Organization,0.81
47,945.86,0.1,31.59,22.01,5.53,Central,Office Supplies,Pens & Art Supplies,0.59
12,2340.504,0.04,243.16,236.97,59.24,Central,Furniture,Tables,0.61
8,155.924,0.09,-63.12,20.99,4.81,South,Technology,Telephones and Communication,0.58
31,3229.66,0.05,695.06,125.99,3,Central,Technology,Telephones and Communication,0.59
24,4010.9375,0,630.7,195.99,8.99,Central,Technology,Telephones and Communication,0.6
1,22.74,0.03,-13.59,12.64,4.98,East,Furniture,Office Furnishings,0.48
3,34.23,0.02,-9.5,6.48,7.86,South,Office Supplies,Paper,0.37
22,383.33,0.03,27.62,17.07,8.13,South,Office Supplies,Envelopes,0.38
4,108.87,0.05,-39.92,22.84,16.87,Central,Office Supplies,Paper,0.39
5,2600.44,0.03,-921.94,499.99,24.49,South,Technology,Copiers and Fax,0.36
20,3960.99,0.09,631.33,199.99,24.49,East,Technology,Copiers and Fax,0.46
40,750.14,0.02,93.68,17.67,8.99,South,Furniture,Office Furnishings,0.47
16,139.69,0.01,-95.64,7.77,9.23,East,Office Supplies,Appliances,0.58
39,6030.58,0.09,1197.86,195.99,8.99,East,Technology,Telephones and Communication,0.58
33,94.39,0.07,12.31,2.88,0.7,Central,Office Supplies,Pens & Art Supplies,0.56
28,199.94,0.01,-147.27,6.48,9.54,Central,Office Supplies,Paper,0.37
43,5041.46,0.06,-2136.66,122.99,70.2,Central,Furniture,Chairs & Chairmats,0.74
45,282.98,0.06,-237.47,6.48,8.88,Central,Office Supplies,Paper,0.37
27,8817.71,0.09,-2946.05,349.45,60,Central,Furniture,Tables,
15,2277.67,0,-173.96,140.98,36.09,West,Furniture,Bookcases,0.77
35,3337.5165,0.07,850.54,115.99,2.5,Central,Technology,Telephones and Communication,0.57
35,1018.402,0.09,296.87,35.99,5.99,Central,Technology,Telephones and Communication,0.38
47,2679.1235,0.01,47.28,65.99,19.99,Central,Technology,Telephones and Communication,0.59
32,1282.49,0.07,154.74,40.97,14.45,Central,Furniture,Office Furnishings,0.57
7,2813.34,0.1,-688.44,442.14,14.7,Central,Technology,Office Machines,0.56
45,2682.8,0.01,860.22,60.22,3.5,Central,Office Supplies,Appliances,0.57
47,672.46,0.1,279.74,15.74,1.39,Central,Office Supplies,Envelopes,0.4
23,2357.45,0.02,-108.8,100.98,35.84,East,Furniture,Bookcases,0.62
39,1140.26,0.04,387.2,29.18,8.55,Central,Furniture,Office Furnishings,0.42
31,2645.8,0,-684.78,80.98,35,Central,Office Supplies,Storage & Organization,0.83
45,221.06,0.02,-124.28,4.57,5.42,South,Office Supplies,Binders and Binder Accessories,0.37
15,2130.66,0.01,-113.77,130.98,30,East,Furniture,Chairs & Chairmats,0.78
28,164.22,0.1,-124.72,5.98,7.5,East,Office Supplies,Paper,0.4
25,135.91,0.07,37.5,5.68,1.21,East,Office Supplies,Paper,0.4
25,3308.28,0.08,-581.59,130.98,54.74,West,Furniture,Bookcases,0.69
47,370.6,0.03,160.72,7.64,1.39,West,Office Supplies,Envelopes,0.36
43,4072.01,0.01,1675.98,90.24,0.99,West,Office Supplies,Appliances,0.56
48,10051.52,0.05,4938.78,204.1,13.99,Central,Technology,Office Machines,0.37
31,5875.66,0.02,1856.12,178.47,19.99,West,Office Supplies,Storage & Organization,0.55
14,41.37,0.05,1.82,2.94,0.7,West,Office Supplies,Pens & Art Supplies,0.58
14,89.93,0.03,-44.82,5.98,3.85,South,Technology,Computer Peripherals,0.68
18,71.22,0.04,20.43,3.85,0.7,West,Office Supplies,Pens & Art Supplies,0.44
25,1387.29,0.03,405.64,55.48,14.3,West,Office Supplies,Paper,0.37
16,2365.43,0.04,619.71,150.98,13.99,Central,Technology,Office Machines,0.38
16,88.24,0.01,-56.6,4.98,4.62,West,Technology,Computer Peripherals,0.64
3,21.64,0.08,-13.33,5.74,5.01,Central,Office Supplies,Binders and Binder Accessories,0.39
45,254.92,0.1,-99.62,5.98,5.46,South,Office Supplies,Paper,0.36
23,167.66,0.01,-15.48,6.68,4.91,West,Office Supplies,Paper,0.37
46,863.26,0.09,229.6,19.23,6.15,West,Furniture,Office Furnishings,0.44
49,414.11,0.08,-172.32,8.74,8.29,South,Office Supplies,Envelopes,0.38
20,340.952,0.09,108.94,20.99,0.99,South,Technology,Telephones and Communication,0.37
32,1859.01,0.09,-588.9,60.98,30,Central,Furniture,Chairs & Chairmats,0.7
19,1781.11,0.1,51.44,99.99,19.99,Central,Technology,Computer Peripherals,0.5
44,185.32,0.03,-192.56,4.18,6.92,Central,Furniture,Office Furnishings,0.49
15,73.41,0.08,-44.79,4.91,4.97,Central,Office Supplies,Binders and Binder Accessories,0.38
28,43.66,0.04,5.77,1.48,0.7,Central,Office Supplies,Rubber Bands,0.37
50,387.03,0.04,-7.73,7.96,4.95,Central,Furniture,Office Furnishings,0.41
34,817.53,0.03,76.63,22.84,11.54,East,Office Supplies,Paper,0.39
2,25.96,0.06,-29.29,9.99,6.24,East,Technology,Office Machines,0.36
17,182.47,0.05,-3.18,10.98,3.37,East,Office Supplies,"Scissors, Rulers and Trimmers",0.57
32,11103.75,0.1,-522.59,370.98,99,Central,Office Supplies,Storage & Organization,0.65
18,47.55,0,10.01,2.21,1,East,Office Supplies,Pens & Art Supplies,0.38
22,346.42,0.05,67.96,16.48,1.99,Central,Technology,Computer Peripherals,0.42
41,773.44,0.08,133.83,20.24,6.67,Central,Furniture,Office Furnishings,0.49
43,881.84,0,153.8,18.97,9.03,Central,Office Supplies,Paper,0.37
50,5067.5725,0.09,1275.91,125.99,8.99,Central,Technology,Telephones and Communication,0.55
42,271.14,0.07,-174.74,6.48,7.91,West,Office Supplies,Paper,0.37
27,360.7,0,146.17,12.97,1.49,East,Office Supplies,Binders and Binder Accessories,0.35
48,238.79,0.04,-83.78,4.98,4.72,West,Office Supplies,Paper,0.36
47,148.26,0.04,49.04,2.94,0.81,West,Office Supplies,Pens & Art Supplies,0.4
47,725.8,0.01,327.45,15.04,1.97,East,Office Supplies,Paper,0.39
17,585.47,0.1,178.14,37.94,5.08,Central,Office Supplies,Paper,0.38
44,831.5805,0.01,273.05,20.99,0.99,South,Technology,Telephones and Communication,0.57
3,13.71,0.03,-10.27,3.28,3.97,East,Office Supplies,Pens & Art Supplies,0.56
17,464.59,0.07,168.22,28.53,1.49,Central,Office Supplies,Binders and Binder Accessories,0.38
47,316.68,0.06,-161,6.48,7.49,Central,Office Supplies,Paper,0.37
6,201.83,0.02,34.98,30.98,5.09,South,Office Supplies,Paper,0.4
26,176.34,0,-103.32,6.48,7.86,South,Office Supplies,Paper,0.37
5,186.5,0.04,4.16,37.44,4.27,South,Office Supplies,Pens & Art Supplies,0.46
46,7965.9025,0.01,2311.96,195.99,8.99,Central,Technology,Telephones and Communication,0.6
4,16.91,0.08,0.21,4.13,0.5,Central,Office Supplies,Labels,0.39
8,464.66,0.04,219.02,54.74,14.83,Central,Furniture,Office Furnishings,0.54
13,66.83,0,23.16,4.98,0.8,West,Office Supplies,Paper,0.36
36,111.83,0,19.36,2.94,0.7,East,Office Supplies,Pens & Art Supplies,0.58
50,4159.628,0.05,1332.91,95.99,4.9,East,Technology,Telephones and Communication,0.56
4,37.73,0.06,-13.72,8.67,3.5,Central,Office Supplies,Appliances,0.58
5,519.69,0.02,-122.09,100.98,7.18,Central,Technology,Computer Peripherals,0.4
14,9171.71,0.06,2636.01,808.49,55.3,South,Technology,Office Machines,0.4
6,18.05,0.06,0.13,2.88,0.99,South,Office Supplies,Labels,0.36
50,2896.358,0,583.5,65.99,8.99,South,Technology,Telephones and Communication,0.6
43,255.7,0,-35.74,5.81,3.37,West,Office Supplies,Rubber Bands,0.54
36,570.14,0.03,-90.72,15.31,8.78,West,Office Supplies,Storage & Organization,0.57
11,1247.8595,0.01,-55.8,125.99,8.99,South,Technology,Telephones and Communication,0.57
28,31.2,0.09,-2.81,1.14,0.7,East,Office Supplies,Rubber Bands,0.38
18,132.78,0.09,-130.96,7.28,11.15,East,Office Supplies,Paper,0.37
17,47.12,0.01,-47.01,2.52,4.28,West,Office Supplies,Pens & Art Supplies,0.44
4,29.24,0.01,-1.73,6.98,1.6,Central,Office Supplies,Paper,0.38
42,825.63,0.03,379.74,18.94,1.49,West,Office Supplies,Binders and Binder Accessories,0.35
44,3202.25,0.09,991.26,78.69,19.99,Central,Furniture,Office Furnishings,0.43
11,81.25,0.01,-44.54,6.48,7.86,Central,Office Supplies,Paper,0.37
18,57.17,0.08,-24.03,3.28,2.31,Central,Office Supplies,Pens & Art Supplies,0.56
12,41.97,0.05,-37.03,3.28,4.2,Central,Office Supplies,Pens & Art Supplies,0.56
10,35.64,0.05,-0.71,3.58,1.63,Central,Office Supplies,Rubber Bands,0.36
7,51.27,0.06,3.27,7.04,2.17,East,Office Supplies,Paper,0.38
31,7323.78,0.04,573.55,243.98,62.94,East,Furniture,Chairs & Chairmats,0.57
17,108.11,0.09,-62.23,6.48,6.86,West,Office Supplies,Paper,0.37
8,28761.52,0.04,285.11,3499.99,24.49,Central,Technology,Copiers and Fax,0.37
43,2387.61,0.01,527.13,54.2,11.1,West,Furniture,Office Furnishings,0.64
19,200.41,0.05,-23.65,10.23,4.68,West,Office Supplies,"Scissors, Rulers and Trimmers",0.59
48,4480.89,0.02,195.04,90.98,30,West,Furniture,Chairs & Chairmats,0.61
8,2651.21,0.09,-93.85,348.21,40.19,West,Furniture,Tables,0.62
39,4799.7885,0.09,1231.89,155.99,3.9,South,Technology,Telephones and Communication,0.55
1,97.13,0.05,-37.06,98.31,0.49,Central,Office Supplies,Labels,0.36
47,7647.97,0.05,-1014.01,167.27,35,South,Office Supplies,Storage & Organization,0.85
43,6861.8545,0.07,1754.08,195.99,3.99,South,Technology,Telephones and Communication,0.59
43,856.9,0.02,106.93,18.97,9.54,South,Office Supplies,Paper,0.37
27,337.61,0.03,15.61,12.28,6.35,South,Office Supplies,Paper,0.38
42,636.34,0.08,-99.26,15.14,4.53,South,Office Supplies,Storage & Organization,0.81
7,53.29,0.01,-28.88,6.48,7.49,East,Office Supplies,Paper,0.37
45,2096.7,0.03,939.67,47.9,5.86,East,Office Supplies,Paper,0.37
1,55.43,0.01,-48.91,35.44,19.99,East,Office Supplies,Paper,0.38
33,750.66,0,120.05,20.95,4,Central,Technology,Computer Peripherals,0.6
8,254.32,0.01,-117.39,30.98,6.5,Central,Technology,Computer Peripherals,0.79
42,2149.37,0.03,217.87,51.75,19.99,Central,Furniture,Office Furnishings,0.55
21,106.2,0,48.76,4.91,0.5,West,Office Supplies,Labels,0.36
24,520.68,0.09,-143.66,22.84,16.87,East,Office Supplies,Paper,0.39
25,358.78,0.1,-76.9,14.98,7.69,East,Office Supplies,Storage & Organization,0.57
12,81.87,0.07,-31.14,6.48,5.94,East,Office Supplies,Paper,0.37
17,122.42,0.08,-37.04,6.48,6.22,South,Office Supplies,Paper,0.37
